,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Nouadhibou,MR,20.931,-17.0347,67.98,94,20,8.05,few clouds
350,Carutapera,BR,-1.195,-46.02,74.37,92,44,2.84,scattered clouds
351,Burnie,AU,-41.0667,145.9167,54.91,66,91,12.21,overcast clouds
352,Bhuj,IN,23.2667,69.6667,87.15,66,97,22.32,overcast clouds
353,Suwalki,PL,54.1118,22.9309,68.11,70,5,4.25,clear sky
354,Khilok,RU,51.3674,110.4676,79.54,30,55,0.92,broken clouds
355,Itarema,BR,-2.9248,-39.9167,71.62,88,48,8.14,scattered clouds
356,Ewa Beach,US,21.3156,-158.0072,79.99,66,47,15.01,scattered clouds
357,Camacha,PT,33.0833,-16.3333,67.42,73,75,16.11,broken clouds
358,Ponta Delgada,PT,37.7333,-25.6667,74.5,94,40,1.14,scattered clouds
359,Neepawa,CA,50.2289,-99.4664,61.2,84,0,9.48,clear sky
360,Namatanai,PG,-3.6667,152.4333,82.98,73,63,6.93,light rain
361,Ebolowa,CM,2.9,11.15,67.14,97,100,1.16,overcast clouds
362,Tarabuco,BO,-19.1667,-64.9167,45.07,56,32,3.31,scattered clouds
363,Kiruna,SE,67.8557,20.2251,58.12,77,100,3.44,light rain
364,Nuuk,GL,64.1835,-51.7216,48.4,83,100,9.19,overcast clouds
365,College,US,64.8569,-147.8028,62.58,65,92,7.63,overcast clouds
366,Luganville,VU,-15.5333,167.1667,80.46,82,12,10.98,few clouds
367,Tocopilla,CL,-22.092,-70.1979,59.58,75,74,2.21,broken clouds
368,Dakar,SN,14.6937,-17.4441,79.68,78,100,8.77,overcast clouds
369,Ambanja,MG,-13.6833,48.45,75.13,46,6,1.59,clear sky
370,Brae,GB,60.3964,-1.353,53.02,78,100,15.5,overcast clouds
371,Bairiki,KI,1.3292,172.9752,82.4,83,75,5.75,broken clouds
372,Cherskiy,RU,68.75,161.3,45.01,47,16,19.24,few clouds
373,Menongue,AO,-14.6585,17.691,50.68,49,26,3.69,scattered clouds
374,Galbenu,RO,45.2167,27.1667,77.72,44,0,20.36,clear sky
375,Hobyo,SO,5.3505,48.5268,80.31,65,40,25.3,scattered clouds
376,Mahebourg,MU,-20.4081,57.7,74.25,94,75,14.97,light intensity shower rain
377,Hailar,CN,49.2,119.7,87.49,33,19,5.48,few clouds
378,Ambon,ID,-3.6954,128.1814,84.34,65,40,2.3,scattered clouds
379,Yumaguzino,RU,52.9041,56.3933,69.42,59,64,7.14,broken clouds
380,Kaoma,ZM,-14.7833,24.8,58.75,72,91,6.87,overcast clouds
381,Vrangel,RU,42.7297,133.0839,68.38,86,95,6.96,overcast clouds
382,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,1.14,overcast clouds
383,Moroni,KM,-11.7022,43.2551,77.0,57,20,5.75,few clouds
384,Kudahuvadhoo,MV,2.6708,72.8944,81.34,72,100,10.69,moderate rain
385,Yarada,IN,17.65,83.2667,91.72,62,40,14.97,scattered clouds
386,Male,MV,4.1748,73.5089,76.95,88,75,17.27,broken clouds
387,Kontagora,NG,10.3999,5.4695,71.42,94,100,2.53,light rain
388,Pelotas,BR,-31.7719,-52.3425,57.85,97,31,6.71,scattered clouds
389,Baruun-Urt,MN,46.6806,113.2792,87.31,28,2,7.02,clear sky
390,Kichera,RU,55.9375,110.0997,71.89,50,69,4.09,broken clouds
391,Chimbote,PE,-9.0853,-78.5783,61.29,85,50,8.05,scattered clouds
392,Pirmasens,DE,49.2015,7.6053,66.27,93,13,7.09,few clouds
393,Samana,DO,19.2056,-69.3369,78.84,88,19,10.07,few clouds
394,Labuhan,ID,-6.8844,112.2051,87.46,56,18,6.33,few clouds
395,Verkhoyansk,RU,67.5447,133.385,61.97,50,100,4.56,overcast clouds
396,Asfi,MA,32.2994,-9.2372,72.18,78,65,15.9,broken clouds
397,Ketchikan,US,55.3422,-131.6461,55.87,82,100,6.91,overcast clouds
398,Hollister,US,36.8525,-121.4016,65.73,78,0,4.61,clear sky
399,Guerrero Negro,MX,27.9769,-114.0611,68.86,80,23,14.7,few clouds
400,Amahai,ID,-3.3333,128.9167,79.61,82,93,11.97,overcast clouds
401,Sungaipenuh,ID,-2.0833,101.3833,76.24,72,78,2.53,broken clouds
402,Chubbuck,US,42.9208,-112.4661,75.63,49,16,7.0,few clouds
403,San Luis,AR,-33.295,-66.3356,48.29,57,0,1.97,clear sky
404,Lahij,YE,13.1667,44.5833,84.34,49,92,2.35,overcast clouds
405,Padang,ID,-0.9492,100.3543,86.05,74,31,5.75,light rain
406,Kjollefjord,NO,70.9457,27.3465,60.85,77,0,8.05,clear sky
407,Talara,PE,-4.5772,-81.2719,62.71,84,32,14.45,scattered clouds
408,Mecca,SA,21.4267,39.8261,89.17,47,42,8.61,scattered clouds
409,Sri Aman,MY,1.2376,111.4621,97.05,40,47,1.83,scattered clouds
410,Hambantota,LK,6.1241,81.1185,89.94,66,40,4.61,scattered clouds
411,Atbasar,KZ,51.8,68.3333,75.34,42,68,12.17,broken clouds
412,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.92,92,2,6.58,clear sky
413,Floro,NO,61.5996,5.0328,58.23,94,75,9.22,broken clouds
414,Beloha,MG,-25.1667,45.05,71.35,41,0,4.07,clear sky
415,Serrana,BR,-21.2114,-47.5956,62.1,71,0,3.6,clear sky
416,Kasongo,CD,-4.45,26.6667,75.15,42,88,0.76,overcast clouds
417,Paracuru,BR,-3.41,-39.0306,74.1,85,85,11.1,overcast clouds
418,Bima,ID,-8.4667,118.7167,89.64,46,27,5.48,scattered clouds
419,Washington,US,47.5001,-120.5015,65.64,53,0,6.31,clear sky
420,Ouallam,NE,14.3188,2.0866,81.19,65,90,8.86,overcast clouds
421,Kalaleh,IR,37.3807,55.4916,86.09,62,65,6.64,broken clouds
422,Chiredzi,ZW,-21.05,31.6667,65.05,78,49,5.66,scattered clouds
423,Contamana,PE,-7.3333,-75.0167,74.32,77,83,1.25,broken clouds
424,West Bay,KY,19.3667,-81.4167,82.0,87,5,1.01,clear sky
425,Broken Hill,AU,-31.95,141.4333,49.95,85,100,19.53,overcast clouds
426,Zhezkazgan,KZ,47.8043,67.7144,91.38,24,40,8.95,scattered clouds
427,Zhigalovo,RU,54.8097,105.1578,77.9,36,93,1.81,overcast clouds
428,Galeana,MX,24.8333,-100.0667,67.42,62,100,3.94,overcast clouds
429,Calamar,CO,10.2511,-74.9146,76.68,91,52,4.85,broken clouds
430,Roma,US,43.2128,-75.4557,79.52,75,63,1.01,broken clouds
431,Dabat,ET,12.9842,37.765,55.87,75,100,1.77,overcast clouds
432,Eureka,US,40.8021,-124.1637,56.19,90,32,4.85,scattered clouds
433,Oriximina,BR,-1.7656,-55.8661,72.16,97,54,2.68,broken clouds
434,San Vicente,AR,-26.6167,-54.1333,61.48,90,90,3.91,overcast clouds
435,Nelson Bay,AU,-32.7167,152.15,62.01,79,100,14.0,moderate rain
436,Karakol,KG,42.4907,78.3936,79.48,17,0,7.87,clear sky
437,Taoudenni,ML,22.6783,-3.9836,89.1,41,47,8.25,scattered clouds
438,Chinsali,ZM,-10.5414,32.0816,62.76,65,10,7.74,clear sky
439,Goderich,CA,43.7501,-81.7165,72.91,83,4,15.95,clear sky
440,Chengde,CN,40.9725,117.9361,91.38,36,64,2.51,broken clouds
441,San Policarpo,PH,12.1791,125.5072,85.71,70,69,7.58,broken clouds
442,Tulsipur,NP,28.131,82.2973,80.98,78,100,3.89,overcast clouds
443,La Tuque,CA,47.4334,-72.7824,66.99,99,83,5.17,broken clouds
444,Champagnole,FR,46.7445,5.9135,68.56,82,10,0.87,clear sky
445,Flinders,AU,-34.5833,150.8552,60.39,78,89,5.99,light rain
446,Tabas,IR,33.5959,56.9244,97.2,11,0,2.35,clear sky
447,Hualmay,PE,-11.0964,-77.6139,60.78,87,41,8.25,scattered clouds
448,Bilibino,RU,68.0546,166.4372,55.04,38,30,10.98,scattered clouds
449,Ponta Pora,BR,-22.5361,-55.7256,63.93,43,69,8.5,broken clouds
450,Grand-Santi,GF,4.25,-54.3833,70.79,99,49,2.08,scattered clouds
451,Port-Gentil,GA,-0.7193,8.7815,73.36,94,100,4.61,overcast clouds
452,Corsicana,US,32.0954,-96.4689,90.45,57,76,8.01,broken clouds
453,Pochutla,MX,15.7432,-96.4661,77.83,90,59,3.76,broken clouds
454,Salalah,OM,17.0151,54.0924,76.93,95,100,11.21,overcast clouds
455,Meulaboh,ID,4.1363,96.1285,84.34,62,100,3.76,light rain
456,Jibuti,DJ,11.5,42.5,84.09,43,88,17.58,overcast clouds
457,Auki,SB,-8.7676,160.7034,83.98,67,96,1.95,overcast clouds
458,Ongandjera,NA,-17.8833,15.0667,51.8,37,0,4.34,clear sky
459,Nyrob,RU,60.733,56.7202,59.65,94,100,3.0,overcast clouds
460,Deception Bay,AU,-27.2,153.0333,64.35,86,100,17.07,light rain
461,Harper,LR,4.375,-7.7169,73.6,75,87,7.85,overcast clouds
462,Rundu,NA,-17.9333,19.7667,51.58,44,1,5.97,clear sky
463,Beyneu,KZ,45.3167,55.2,89.87,21,65,17.18,broken clouds
464,Voznesenye,RU,61.0106,35.4781,65.35,82,30,8.77,scattered clouds
465,Jiayuguan,CN,39.8167,98.3,71.89,27,44,9.71,scattered clouds
466,Kuvandyk,RU,51.4781,57.3552,74.28,38,22,5.39,few clouds
467,Yulara,AU,-25.2406,130.9889,69.28,22,5,7.85,clear sky
468,Colac,AU,-38.3333,143.5833,58.17,54,19,7.34,few clouds
469,Grand Gaube,MU,-20.0064,57.6608,74.37,61,89,15.01,overcast clouds
470,Matay,EG,28.419,30.7792,81.86,44,1,15.86,clear sky
471,Klaksvik,FO,62.2266,-6.589,49.12,90,70,15.5,broken clouds
472,North Battleford,CA,52.7834,-108.2847,56.41,78,7,8.99,clear sky
473,Tual,ID,-5.6667,132.75,78.57,76,86,18.95,overcast clouds
474,Tracy,US,37.7397,-121.4252,77.04,33,0,4.0,clear sky
475,Tigil,RU,57.8,158.6667,73.36,46,53,16.46,broken clouds
476,Mathbaria,BD,22.2876,89.9593,89.83,65,99,10.07,overcast clouds
477,Tiznit,MA,29.5833,-9.5,86.81,16,41,9.62,scattered clouds
478,Keetmanshoop,NA,-26.5833,18.1333,50.05,52,4,6.17,clear sky
479,Myanaung,MM,18.2833,95.3167,93.54,52,100,2.28,overcast clouds
480,Kavieng,PG,-2.5744,150.7967,83.03,75,99,10.04,light rain
481,Varkkallai,IN,8.7341,76.7067,83.98,73,51,13.15,broken clouds
482,Peniche,PT,39.3558,-9.3811,67.28,94,37,13.78,scattered clouds
483,Klichka,RU,50.4457,117.996,82.15,47,13,8.61,few clouds
484,Paamiut,GL,61.994,-49.6678,45.72,90,99,12.1,overcast clouds
485,Tekeli,KZ,44.83,78.8239,88.48,10,0,3.44,clear sky
486,Slave Lake,CA,55.2834,-114.769,64.38,55,0,6.91,clear sky
487,Ayagoz,KZ,47.9714,80.4392,90.09,15,49,19.44,scattered clouds
488,Yeppoon,AU,-23.1333,150.7333,60.58,95,100,17.07,overcast clouds
489,Haradok,BY,55.4624,29.9816,64.99,66,18,13.69,few clouds
490,Constantine,DZ,36.365,6.6147,67.41,72,0,2.3,clear sky
491,Rach Gia,VN,10.0167,105.0833,79.07,84,100,11.92,moderate rain
492,Krasnaya Gora,RU,52.9995,31.6023,60.6,70,81,15.99,broken clouds
493,Te Anau,NZ,-45.4167,167.7167,40.44,91,79,2.62,broken clouds
494,Pointe Michel,DM,15.25,-61.3833,80.22,84,38,14.85,scattered clouds
495,Westport,US,41.1415,-73.3579,79.86,85,4,5.01,clear sky
496,Bloomingdale,US,27.8936,-82.2404,82.31,91,0,1.01,clear sky
497,Japura,ID,-0.3167,102.35,89.06,58,60,5.03,broken clouds
498,George Town,MY,5.4112,100.3354,91.33,66,20,4.61,few clouds
499,Shelburne,CA,44.0787,-80.2041,66.31,85,6,9.26,clear sky
500,Raudeberg,NO,61.9875,5.1352,54.95,85,34,12.66,scattered clouds
501,Caceres,ES,39.522,-6.3748,73.65,24,0,2.37,clear sky
502,Margate,GB,51.3813,1.3862,65.7,81,90,5.01,overcast clouds
503,Dalvik,IS,65.9702,-18.5286,48.81,86,79,0.45,broken clouds
504,Lompoc,US,34.6391,-120.4579,62.74,90,26,1.01,scattered clouds
505,Tosya,TR,41.0155,34.0401,63.41,43,0,1.95,clear sky
506,Gold Coast,AU,-28.0,153.4333,64.0,89,75,21.85,light rain
507,Hongjiang,CN,27.11,109.9956,95.7,47,97,9.55,overcast clouds
508,Havelock,US,34.8791,-76.9013,82.38,83,0,13.8,clear sky
509,Mayumba,GA,-3.432,10.6554,69.46,94,40,5.41,scattered clouds
510,Guisa,CU,20.255,-76.5386,71.62,93,78,3.69,broken clouds
511,Susanville,US,40.4163,-120.653,75.04,23,0,10.36,clear sky
512,Kashan,IR,33.9831,51.4364,97.0,12,0,4.7,clear sky
513,Anadyr,RU,64.75,177.4833,52.3,57,75,13.42,broken clouds
514,Bunia,CD,1.5667,30.25,70.86,63,50,6.02,scattered clouds
515,Tevaitoa,PF,-16.7833,-151.5,76.78,74,21,12.68,light rain
516,Karratha,AU,-20.7377,116.8463,80.51,31,6,7.23,clear sky
517,Nancha,CN,47.1333,129.2667,88.23,33,8,6.46,clear sky
518,Neryungri,RU,56.6709,124.6491,72.52,71,74,5.23,light rain
519,Bama,NG,11.5221,13.6856,72.81,83,100,3.67,light rain
520,Pangai,TO,-19.8,-174.35,77.05,71,8,17.05,clear sky
521,Cap Malheureux,MU,-19.9842,57.6142,74.46,61,88,15.01,overcast clouds
522,Nhamunda,BR,-2.1861,-56.7131,72.16,98,46,2.71,scattered clouds
523,Faanui,PF,-16.4833,-151.75,77.67,72,7,13.71,clear sky
524,Lima,PE,-12.0432,-77.0282,59.54,86,62,7.87,broken clouds
525,Jumla,NP,29.2747,82.1838,69.96,78,100,2.8,overcast clouds
526,Bolkhov,RU,53.4433,36.0044,57.49,94,100,13.49,overcast clouds
527,Usinsk,RU,65.9939,57.5281,70.66,50,85,7.63,overcast clouds
528,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,63.19,77,75,11.18,broken clouds
529,Vorontsovka,RU,50.6132,40.3549,57.79,89,72,13.11,broken clouds
530,Katangli,RU,51.7102,143.2326,53.92,97,100,10.87,overcast clouds
531,Manaia,NZ,-39.55,174.1333,51.57,77,99,4.0,light rain
532,Comonfort,MX,20.7167,-100.7667,63.0,60,22,2.66,few clouds
533,Rocha,UY,-34.4833,-54.3333,60.22,97,68,7.4,broken clouds
534,Aleksandro-Nevskiy,RU,53.4751,40.2095,56.88,92,98,10.2,light rain
535,Nizhnyaya Poyma,RU,56.1622,97.1933,71.4,50,71,3.74,broken clouds
536,Manado,ID,1.487,124.8455,81.37,78,40,13.8,scattered clouds
537,Bad Sackingen,DE,47.5537,7.9461,71.1,89,43,0.6,scattered clouds
538,Ushtobe,KZ,45.2514,77.9838,98.98,8,0,3.87,clear sky
539,Plettenberg Bay,ZA,-34.0527,23.3716,51.89,81,1,5.41,clear sky
540,Khunzakh,RU,42.5394,46.705,62.13,77,67,4.7,broken clouds
541,Brezoi,RO,45.338,24.2486,80.04,41,0,4.14,clear sky
542,Middelburg,ZA,-25.7751,29.4648,54.5,63,84,3.87,broken clouds
543,Kingaroy,AU,-26.5333,151.8333,55.44,100,100,10.36,drizzle
544,Gornopravdinsk,RU,60.05,69.9,74.44,35,84,9.13,broken clouds
545,Puerto Madryn,AR,-42.7692,-65.0385,42.01,46,0,24.0,clear sky
546,Awjilah,LY,29.1081,21.2869,75.22,50,0,13.47,clear sky
547,Scarborough,GB,54.2797,-0.4044,62.17,83,97,4.0,overcast clouds
548,Dibulla,CO,11.2725,-73.3091,76.59,91,42,6.6,scattered clouds
549,Qiqihar,CN,47.3408,123.9672,90.88,35,22,6.8,few clouds
550,Pahrump,US,36.2083,-115.9839,95.05,19,85,4.0,overcast clouds
551,Shenjiamen,CN,29.9576,122.298,85.06,81,60,5.37,light rain
552,Richards Bay,ZA,-28.783,32.0377,63.99,78,13,3.44,few clouds
553,Rochegda,RU,62.8,43.25,71.42,60,4,3.18,clear sky
554,Dawei,MM,14.0833,98.2,76.1,95,100,9.55,heavy intensity rain
555,Novyy Urengoy,RU,66.0833,76.6333,50.25,77,100,9.46,overcast clouds
556,Walvis Bay,NA,-22.9575,14.5053,51.1,78,0,6.15,clear sky
557,Pashiya,RU,58.4324,58.2562,65.64,59,86,10.0,overcast clouds
558,Pemba,MZ,-12.974,40.5178,74.71,68,35,9.62,scattered clouds
559,Krasnyy Kut,RU,50.95,46.9667,77.92,36,89,17.49,overcast clouds
560,Bangui,CF,4.3612,18.555,70.61,99,100,0.98,moderate rain
561,Tucuman,AR,-26.8241,-65.2226,50.0,81,100,6.91,smoke
562,Korgen,NO,66.0771,13.8153,55.72,99,100,3.33,light rain
563,Pevek,RU,69.7008,170.3133,32.02,96,100,14.05,overcast clouds
564,Portland,US,45.5234,-122.6762,76.66,66,0,1.99,clear sky
565,Yagodnoye,RU,62.55,149.6667,50.81,69,100,4.63,overcast clouds
566,Bajil,YE,15.0584,43.2851,92.14,41,90,6.29,overcast clouds
567,Sao Desiderio,BR,-12.3633,-44.9733,66.99,71,38,3.33,scattered clouds
568,Hamilton,US,39.1834,-84.5333,76.23,91,0,1.99,clear sky
569,Touros,BR,-5.1989,-35.4608,72.19,93,99,7.25,overcast clouds
570,Dicabisagan,PH,17.0818,122.4157,89.17,63,99,6.24,overcast clouds
571,Berlevag,NO,70.8578,29.0864,64.4,77,0,3.44,clear sky
572,Canakkale,TR,40.0833,26.8333,68.58,56,0,7.92,clear sky
573,Ginda,IN,30.6945,78.4932,71.58,86,99,3.22,overcast clouds
574,Bara,NG,10.3744,10.7288,72.01,91,100,4.12,overcast clouds
575,Chaumont,FR,48.1167,5.1333,68.85,74,1,6.15,clear sky
576,Fergus Falls,US,46.283,-96.0776,71.58,78,40,6.91,scattered clouds
577,Coari,BR,-4.085,-63.1414,74.01,90,87,2.86,overcast clouds
578,Yakeshi,CN,49.2833,120.7333,84.6,37,1,4.56,clear sky
579,Muravlenko,RU,63.7898,74.523,59.32,50,79,8.5,broken clouds
580,Florianopolis,BR,-27.6146,-48.5012,63.63,80,75,14.97,broken clouds
581,Inhambane,MZ,-23.865,35.3833,70.7,77,0,1.57,clear sky
582,Kushima,JP,31.4583,131.2333,90.41,65,94,11.54,overcast clouds
583,Vila Velha,BR,-20.3297,-40.2925,66.94,92,6,8.1,clear sky
584,Yar-Sale,RU,66.8333,70.8333,56.68,49,96,16.04,overcast clouds
585,Kaeo,NZ,-35.1,173.7833,53.33,82,4,11.03,clear sky
586,Manggar,ID,-2.8833,108.2667,83.07,74,71,12.5,light rain
587,Pafos,CY,34.7667,32.4167,88.23,69,20,6.91,few clouds
588,Pavlohrad,UA,48.5167,35.8667,63.59,68,2,11.48,clear sky
589,Ucluelet,CA,48.9329,-125.5528,57.09,92,6,2.59,clear sky
590,Dagana,MR,16.5165,-15.5068,77.02,75,67,13.22,broken clouds
591,Cairns,AU,-16.9167,145.7667,86.07,69,63,13.8,broken clouds
592,Yantal,RU,56.8471,105.2542,76.12,38,70,4.41,broken clouds
593,Pochinki,RU,54.6988,44.8668,57.07,97,100,9.98,moderate rain
594,Cabo Rojo,PR,18.0866,-67.1457,80.98,86,5,4.52,clear sky
595,Voyvozh,RU,62.892,54.9635,69.98,53,44,3.53,scattered clouds
596,Phuket,TH,8.0,98.25,87.1,84,75,10.36,light rain
597,Henties Bay,NA,-22.116,14.2845,56.88,75,0,9.33,clear sky
598,Bodrum,TR,37.0383,27.4292,85.93,51,0,7.96,clear sky
599,Homer,US,59.6425,-151.5483,55.8,68,40,13.0,scattered clouds
600,Liberal,US,37.0431,-100.921,74.44,64,0,0.0,clear sky
601,Mountain Home,US,43.133,-115.6912,75.69,19,0,4.72,clear sky
602,Shuangcheng,CN,45.35,126.2833,85.26,54,64,6.46,broken clouds
603,Balikpapan,ID,-1.2675,116.8289,86.99,74,40,6.29,scattered clouds
604,Villa Maria,AR,-32.4075,-63.2402,52.23,80,43,1.1,scattered clouds
605,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,93,7,1.86,clear sky
606,Bulgan,MN,48.8125,103.5347,51.04,91,100,6.82,overcast clouds
607,Mizdah,LY,31.4451,12.9801,73.22,59,0,3.53,clear sky
608,Bhatapara,IN,21.7333,81.9333,88.52,59,100,5.75,overcast clouds
609,Iskateley,RU,67.6803,53.1512,66.02,58,85,14.43,overcast clouds
610,Jalu,LY,29.0331,21.5482,75.15,50,0,13.73,clear sky
611,Taltal,CL,-25.4,-70.4833,56.46,88,100,0.98,overcast clouds
612,Srandakan,ID,-7.9386,110.2506,81.46,69,69,12.84,broken clouds
613,Nata,PA,8.3333,-80.5167,75.56,94,100,3.74,overcast clouds
614,Kutum,SD,14.2,24.6667,76.71,55,47,1.81,scattered clouds
615,Kuytun,RU,54.3419,101.5036,74.66,43,28,10.89,scattered clouds
616,Pangody,RU,65.85,74.4859,47.95,87,100,12.12,light rain
617,Saint-Pierre,RE,-21.3393,55.4781,72.28,73,0,27.63,clear sky
618,Vanderhoof,CA,54.0166,-124.0198,57.7,62,17,3.29,few clouds
619,Tignere,CM,7.3667,12.65,63.99,96,98,0.74,overcast clouds
620,General Pico,AR,-35.6566,-63.7568,46.2,58,1,7.34,clear sky
621,Neuquen,AR,-38.9516,-68.0591,46.69,55,20,14.92,few clouds
622,Saint-Leu,RE,-21.15,55.2833,71.67,60,9,1.81,clear sky
623,Tshikapa,CD,-6.4167,20.8,76.69,43,44,0.83,scattered clouds
624,Erenhot,CN,43.6475,111.9767,93.92,15,10,6.33,clear sky
625,Mosta,MT,35.9092,14.4256,80.46,73,0,3.44,clear sky
626,Lewistown,US,40.5992,-77.5714,74.95,100,0,0.0,clear sky
627,Morro Bay,US,35.3658,-120.8499,75.4,49,43,1.99,scattered clouds
628,Whitehorse,CA,60.7161,-135.0538,50.31,71,95,10.0,overcast clouds
629,Galle,LK,6.0367,80.217,81.39,82,72,15.73,broken clouds
630,Port Lavaca,US,28.615,-96.6261,85.98,90,40,4.61,scattered clouds
631,Dafeng,CN,23.4517,108.5881,89.33,66,99,10.49,overcast clouds
632,Kourou,GF,5.1552,-52.6478,78.12,90,20,3.15,few clouds
633,Kaka,TM,37.3482,59.6143,100.56,11,0,13.11,clear sky
634,Rawatbhata,IN,24.9333,75.5833,84.54,71,100,14.67,overcast clouds
635,Rawson,AR,-43.3002,-65.1023,40.51,46,0,23.94,clear sky
636,Bokovskaya,RU,49.229,41.8306,66.56,65,91,12.48,overcast clouds
637,Ikongo,MG,-21.8833,47.4333,64.15,93,76,3.67,light rain
638,Yabrud,SY,33.9674,36.6574,74.5,25,0,1.92,clear sky
639,Porto Da Folha,BR,-9.9172,-37.2783,68.14,92,86,4.85,overcast clouds
640,Omsukchan,RU,62.5333,155.8,57.33,42,92,10.42,overcast clouds
641,Boysun,UZ,38.2061,67.1986,93.33,14,0,7.07,clear sky
642,Ormara,PK,25.2088,64.6357,84.11,80,94,16.8,overcast clouds
643,Mayo,US,38.8876,-76.5119,83.17,84,0,4.61,clear sky
644,Sandwick,GB,60.0,-1.25,53.42,82,75,17.27,broken clouds
645,Nemuro,JP,43.3236,145.575,60.82,84,56,12.19,broken clouds
646,Chapleau,CA,47.8405,-83.4034,57.07,99,87,8.34,overcast clouds
647,Cockburn Town,TC,21.4612,-71.1419,81.95,79,4,21.92,clear sky
648,Maskinonge,CA,46.2286,-73.0192,72.52,96,99,5.95,overcast clouds
649,Ligayan,PH,4.6533,119.4706,83.62,70,54,3.29,broken clouds
650,Santa Elena,EC,-2.2333,-80.85,66.79,84,68,9.64,broken clouds
651,Yangambi,CD,0.8102,24.4336,73.89,85,11,2.35,few clouds
652,Yantzaza,EC,-3.8278,-78.7594,62.89,97,79,1.03,broken clouds
653,Prince Rupert,CA,54.3161,-130.3201,53.22,85,88,4.07,overcast clouds
654,Tongliao,CN,43.6125,122.2653,80.55,63,100,3.58,moderate rain
655,Kandrian,PG,-6.2167,149.55,81.95,80,90,5.19,light rain
656,Jiangkou,CN,25.4872,119.1986,91.49,61,6,13.67,clear sky
657,Matamoros,MX,25.5333,-103.25,85.42,31,0,10.8,clear sky
658,Ardakan,IR,32.31,54.0175,94.35,14,0,7.27,clear sky
659,Namtsy,RU,62.7161,129.6658,87.37,36,52,12.17,broken clouds
660,Valdivia,CL,-39.8142,-73.2459,37.49,96,57,0.94,broken clouds
661,Dawlatabad,AF,36.4141,64.9053,102.31,8,0,8.14,clear sky
662,Eyl,SO,7.9803,49.8164,83.39,42,58,25.68,broken clouds
663,Seoul,KR,37.5683,126.9778,78.19,80,100,2.35,overcast clouds
664,Mana,GF,5.6592,-53.7767,76.23,89,20,4.34,few clouds
665,Karpogory,RU,64.0019,44.4451,74.34,52,13,4.99,few clouds
666,Qasigiannguit,GL,68.8193,-51.1922,52.05,93,100,6.06,overcast clouds
667,Santa Rosa,PH,14.3122,121.1114,86.11,77,100,5.73,moderate rain
668,Lokosovo,RU,61.1333,74.8167,69.89,44,82,7.92,broken clouds
669,La Rioja,ES,42.25,-2.5,53.38,69,0,2.68,clear sky
670,Assomada,CV,15.1,-23.6833,71.24,90,66,3.15,broken clouds
671,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.94,87,100,12.03,overcast clouds
672,Graham,US,47.0529,-122.2943,68.72,80,0,0.0,clear sky
673,Durban,ZA,-29.8579,31.0292,63.01,81,2,3.0,clear sky
674,Edgecumbe,NZ,-37.9833,176.8333,52.52,88,65,7.38,broken clouds
675,Umm Lajj,SA,25.0213,37.2685,87.8,67,34,12.46,scattered clouds
676,Vestmanna,FO,62.1564,-7.1664,47.32,87,100,13.8,overcast clouds
677,Sechura,PE,-5.5569,-80.8222,61.97,85,78,11.34,broken clouds
678,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,48,0,27.63,clear sky
679,Kanker,IN,20.2719,81.4931,81.75,77,100,11.59,overcast clouds
680,Besikduzu,TR,41.052,39.2284,69.69,89,100,9.57,light rain
681,Auly,UA,48.5271,34.4949,65.61,57,0,14.76,clear sky
682,Ixtapa,MX,20.7,-105.2,83.43,84,40,4.61,scattered clouds
683,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,2.3,broken clouds
684,Nabire,ID,-3.3667,135.4833,86.09,65,93,6.06,overcast clouds
685,Progreso,MX,21.2833,-89.6667,81.1,83,21,9.13,few clouds
686,Ichinohe,JP,40.2069,141.3017,78.42,78,91,4.9,overcast clouds
687,Suntar,RU,62.1444,117.6319,61.84,80,100,5.48,overcast clouds
688,Elektrenai,LT,54.7667,24.6333,68.52,76,36,8.05,scattered clouds
689,Moranbah,AU,-22.0016,148.0466,65.86,72,94,8.52,overcast clouds
690,Mikkeli,FI,61.6886,27.2723,70.14,68,0,3.44,clear sky
691,Tirumullaivasal,IN,11.2333,79.8333,92.57,54,24,4.9,few clouds
692,Belogorsk,RU,50.9158,128.4611,82.56,46,48,7.09,scattered clouds
693,Helong,CN,42.5397,128.9972,73.51,90,95,2.75,overcast clouds
694,Salisbury,GB,51.0693,-1.7957,61.52,81,40,8.05,scattered clouds
695,Beian,NO,63.6559,9.5683,54.01,100,75,8.05,broken clouds
696,Kisangani,CD,0.5167,25.2,71.87,92,40,2.17,scattered clouds
697,Muniz Freire,BR,-20.4642,-41.4131,61.11,97,74,1.36,broken clouds
698,Hearst,CA,49.6835,-83.6665,62.47,99,100,8.34,overcast clouds
699,Caravelas,BR,-17.7125,-39.2481,69.24,82,0,5.46,clear sky
700,Lavrentiya,RU,65.5833,-171.0,38.88,76,100,19.33,overcast clouds
